month,post_id,post_date,platform,post_url,tag_name,tag_category,report_dimension,reporting_priority,reach,impressions,clicks,engagement_rate,engagements_total
2026-01,205183899497146_1316675947160134,2026-01-27 20:20:17,facebook,https://www.facebook.com/368989981928740/posts/1316675947160134,Cervical Cancer Awareness Month,Awareness Day,campaign,low,136,136,,0.066176,0.0
2026-01,205183899497146_1316675947160134,2026-01-27 20:20:17,facebook,https://www.facebook.com/368989981928740/posts/1316675947160134,Cervical Cancer,Disease Area,program,high,136,136,,0.066176,0.0
2026-01,205183899497146_1316675947160134,2026-01-27 20:20:17,facebook,https://www.facebook.com/368989981928740/posts/1316675947160134,HPV,Disease Area,program,high,136,136,,0.066176,0.0
2026-01,205183899497146_1316675947160134,2026-01-27 20:20:17,facebook,https://www.facebook.com/368989981928740/posts/1316675947160134,Global HPV Consortium,Partner,partner,low,136,136,,0.066176,0.0
2026-01,205183899497146_1312942364200159,2026-01-23 16:01:40,facebook,https://www.facebook.com/368989981928740/posts/1312942364200159,,,,,107,107,,0.028037,0.0
2026-01,205183899497146_1312942364200159,2026-01-23 16:01:40,facebook,https://www.facebook.com/368989981928740/posts/1312942364200159,Cervical Cancer Awareness Month,Awareness Day,campaign,low,107,107,,0.028037,0.0
2026-01,205183899497146_1312202940940768,2026-01-22 17:20:14,facebook,https://www.facebook.com/368989981928740/posts/1312202940940768,,,,,101,101,,0.039604,0.0
2026-01,205183899497146_1312202940940768,2026-01-22 17:20:14,facebook,https://www.facebook.com/368989981928740/posts/1312202940940768,,,,,101,101,,0.039604,0.0
2026-01,205183899497146_1312202940940768,2026-01-22 17:20:14,facebook,https://www.facebook.com/368989981928740/posts/1312202940940768,GCE/Boost,Team,team,medium,101,101,,0.039604,0.0
2026-01,205183899497146_1311384281022634,2026-01-21 18:00:35,facebook,https://www.facebook.com/368989981928740/posts/1311384281022634,Static Standalone Graphic,Asset Type,content_format,low,84,84,,0.035714,0.0
2026-01,205183899497146_1311384281022634,2026-01-21 18:00:35,facebook,https://www.facebook.com/368989981928740/posts/1311384281022634,Webinar,Promo Content,content_type,medium,84,84,,0.035714,0.0
2026-01,205183899497146_1311384281022634,2026-01-21 18:00:35,facebook,https://www.facebook.com/368989981928740/posts/1311384281022634,GCE/Boost,Team,team,medium,84,84,,0.035714,0.0
2026-01,205183899497146_1310538027773926,2026-01-20 18:02:02,facebook,https://www.facebook.com/368989981928740/posts/1310538027773926,Single Photo,Asset Type,content_format,low,82,82,,0.085366,0.0
2026-01,205183899497146_1310538027773926,2026-01-20 18:02:02,facebook,https://www.facebook.com/368989981928740/posts/1310538027773926,Cervical Cancer,Disease Area,program,high,82,82,,0.085366,0.0
2026-01,205183899497146_1310538027773926,2026-01-20 18:02:02,facebook,https://www.facebook.com/368989981928740/posts/1310538027773926,HPV,Disease Area,program,high,82,82,,0.085366,0.0
2026-01,205183899497146_1310538027773926,2026-01-20 18:02:02,facebook,https://www.facebook.com/368989981928740/posts/1310538027773926,Global HPV Consortium,Partner,partner,low,82,82,,0.085366,0.0
2026-01,205183899497146_1310538027773926,2026-01-20 18:02:02,facebook,https://www.facebook.com/368989981928740/posts/1310538027773926,Trust in Vaccines,Theme,theme,medium,82,82,,0.085366,0.0
2026-01,205183899497146_1307383291422733,2026-01-16 16:02:55,facebook,https://www.facebook.com/368989981928740/posts/1307383291422733,Single Photo,Asset Type,content_format,low,87,87,,0.057471,0.0
2026-01,205183899497146_1307383291422733,2026-01-16 16:02:55,facebook,https://www.facebook.com/368989981928740/posts/1307383291422733,,,,,87,87,,0.057471,0.0
2026-01,205183899497146_1307383291422733,2026-01-16 16:02:55,facebook,https://www.facebook.com/368989981928740/posts/1307383291422733,Sabin Global Immunization,Team,team,medium,87,87,,0.057471,0.0
2026-01,205183899497146_1306211218206607,2026-01-15 07:50:11,facebook,https://www.facebook.com/368989981928740/posts/1306211218206607,Static Standalone Graphic,Asset Type,content_format,low,52,52,,0.057692,0.0
2026-01,205183899497146_1306211218206607,2026-01-15 07:50:11,facebook,https://www.facebook.com/368989981928740/posts/1306211218206607,Webinar,Promo Content,content_type,medium,52,52,,0.057692,0.0
2026-01,205183899497146_1306211218206607,2026-01-15 07:50:11,facebook,https://www.facebook.com/368989981928740/posts/1306211218206607,GCE/Boost,Team,team,medium,52,52,,0.057692,0.0
2026-01,205183899497146_1304998901661172,2026-01-13 18:01:37,facebook,https://www.facebook.com/368989981928740/posts/1304998901661172,Static Standalone Graphic,Asset Type,content_format,low,77,77,,0.051948,0.0
2026-01,205183899497146_1304998901661172,2026-01-13 18:01:37,facebook,https://www.facebook.com/368989981928740/posts/1304998901661172,Typhoid,Disease Area,program,high,77,77,,0.051948,0.0
2026-01,205183899497146_1304998901661172,2026-01-13 18:01:37,facebook,https://www.facebook.com/368989981928740/posts/1304998901661172,Conference,Promo Content,content_type,medium,77,77,,0.051948,0.0
2026-01,205183899497146_1300781592082903,2026-01-08 07:00:21,facebook,https://www.facebook.com/368989981928740/posts/1300781592082903,Cervical Cancer Awareness Month,Awareness Day,campaign,low,122,122,,0.07377,0.0
2026-01,205183899497146_1300781592082903,2026-01-08 07:00:21,facebook,https://www.facebook.com/368989981928740/posts/1300781592082903,HPV,Disease Area,program,high,122,122,,0.07377,0.0
2026-01,205183899497146_1300781592082903,2026-01-08 07:00:21,facebook,https://www.facebook.com/368989981928740/posts/1300781592082903,Global HPV Consortium,Partner,partner,low,122,122,,0.07377,0.0
2026-01,205183899497146_1300421578785571,2026-01-07 19:15:14,facebook,https://www.facebook.com/368989981928740/posts/1300421578785571,Single Photo,Asset Type,content_format,low,96,96,,0.072917,0.0
2026-01,205183899497146_1300421578785571,2026-01-07 19:15:14,facebook,https://www.facebook.com/368989981928740/posts/1300421578785571,Marburg,Disease Area,program,high,96,96,,0.072917,0.0
2026-01,205183899497146_1300421578785571,2026-01-07 19:15:14,facebook,https://www.facebook.com/368989981928740/posts/1300421578785571,Sabin R&D,Team,team,medium,96,96,,0.072917,0.0
2026-01,205183899497146_1300421578785571,2026-01-07 19:15:14,facebook,https://www.facebook.com/368989981928740/posts/1300421578785571,Outbreak Response,Theme,theme,medium,96,96,,0.072917,0.0
2026-01,205183899497146_1298473785647017,2026-01-05 08:00:35,facebook,https://www.facebook.com/368989981928740/posts/1298473785647017,Single Photo,Asset Type,content_format,low,96,96,,0.041667,0.0
2026-01,205183899497146_1298473785647017,2026-01-05 08:00:35,facebook,https://www.facebook.com/368989981928740/posts/1298473785647017,Influenza,Disease Area,program,high,96,96,,0.041667,0.0
2026-01,205183899497146_1298473785647017,2026-01-05 08:00:35,facebook,https://www.facebook.com/368989981928740/posts/1298473785647017,Q&A,Promo Content,content_type,medium,96,96,,0.041667,0.0
2026-01,205183899497146_1296010535893342,2026-01-01 18:40:14,facebook,https://www.facebook.com/368989981928740/posts/1296010535893342,Static Standalone Graphic,Asset Type,content_format,low,459,459,,0.106754,0.0
2026-01,205183899497146_1296010535893342,2026-01-01 18:40:14,facebook,https://www.facebook.com/368989981928740/posts/1296010535893342,Individual Giving,Topic,org_topic,low,459,459,,0.106754,0.0
2026-01,18068643413534971,2026-01-30 16:20:04,instagram,https://www.instagram.com/reel/DUJCV1ckvJb/,Video Short,Asset Type,content_format,low,144,144,,0.076389,9.0
2026-01,17877217872460769,2026-01-02 18:40:22,instagram,https://www.instagram.com/p/DTBMkH_k4H-/,Static Standalone Graphic,Asset Type,content_format,low,211,211,,0.066351,11.0
2026-01,17877217872460769,2026-01-02 18:40:22,instagram,https://www.instagram.com/p/DTBMkH_k4H-/,Individual Giving,Topic,org_topic,low,211,211,,0.066351,11.0
2026-01,18089431778009149,2026-01-27 20:05:42,instagram,https://www.instagram.com/p/DUBuL1nAWXM/,Graphics Carousel,Asset Type,content_format,low,109,109,,0.06422,7.0
2026-01,18089431778009149,2026-01-27 20:05:42,instagram,https://www.instagram.com/p/DUBuL1nAWXM/,HPV,Disease Area,program,high,109,109,,0.06422,7.0
2026-01,18089431778009149,2026-01-27 20:05:42,instagram,https://www.instagram.com/p/DUBuL1nAWXM/,Global HPV Consortium,Partner,partner,low,109,109,,0.06422,7.0
2026-01,18091894324790183,2026-01-16 20:00:18,instagram,https://www.instagram.com/reel/DTlYYV8EWje/,Video Short,Asset Type,content_format,low,96,96,,0.052083,5.0
2026-01,18091894324790183,2026-01-16 20:00:18,instagram,https://www.instagram.com/reel/DTlYYV8EWje/,GCE/Boost,Team,team,medium,96,96,,0.052083,5.0
2026-01,18091894324790183,2026-01-16 20:00:18,instagram,https://www.instagram.com/reel/DTlYYV8EWje/,Sabin Global Immunization,Team,team,medium,96,96,,0.052083,5.0
2026-01,17845561767661946,2026-01-22 17:20:24,instagram,https://www.instagram.com/p/DT0jT7mlyHk/,,,,,125,125,,0.032,4.0
2026-01,17845561767661946,2026-01-22 17:20:24,instagram,https://www.instagram.com/p/DT0jT7mlyHk/,,,,,125,125,,0.032,4.0
2026-01,17845561767661946,2026-01-22 17:20:24,instagram,https://www.instagram.com/p/DT0jT7mlyHk/,GCE/Boost,Team,team,medium,125,125,,0.032,4.0
2026-01,17845561767661946,2026-01-22 17:20:24,instagram,https://www.instagram.com/p/DT0jT7mlyHk/,Vaccine Access & Equity,Theme,theme,medium,125,125,,0.032,4.0
2026-01,urn:li:ugcPost:7422006813656526848,2026-01-27 20:05:31,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7422006813656526848,Cervical Cancer Awareness Month,Awareness Day,campaign,low,768,768,168.0,0.240885,17.0
2026-01,urn:li:ugcPost:7422006813656526848,2026-01-27 20:05:31,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7422006813656526848,Cervical Cancer,Disease Area,program,high,768,768,168.0,0.240885,17.0
2026-01,urn:li:ugcPost:7422006813656526848,2026-01-27 20:05:31,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7422006813656526848,HPV,Disease Area,program,high,768,768,168.0,0.240885,17.0
2026-01,urn:li:ugcPost:7422006813656526848,2026-01-27 20:05:31,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7422006813656526848,Global HPV Consortium,Partner,partner,low,768,768,168.0,0.240885,17.0
2026-01,7416500523979358208,2026-01-12 15:25:17,linkedin,https://www.linkedin.com/feed/update/urn:li:share:7416500523979358208,External News Story,Promo Content,content_type,medium,2355,2355,68.0,0.044586,37.0
2026-01,urn:li:ugcPost:7415090193252364289,2026-01-08 18:01:12,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7415090193252364289,Cervical Cancer Awareness Month,Awareness Day,campaign,low,1125,1125,321.0,0.312889,31.0
2026-01,urn:li:ugcPost:7415090193252364289,2026-01-08 18:01:12,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7415090193252364289,HPV,Disease Area,program,high,1125,1125,321.0,0.312889,31.0
2026-01,urn:li:ugcPost:7415090193252364289,2026-01-08 18:01:12,linkedin,https://www.linkedin.com/feed/update/urn:li:ugcPost:7415090193252364289,Global HPV Consortium,Partner,partner,low,1125,1125,321.0,0.312889,31.0
2026-01,7414365395295444992,2026-01-06 18:01:02,linkedin,https://www.linkedin.com/feed/update/urn:li:share:7414365395295444992,External News Story,Promo Content,content_type,medium,1250,1250,26.0,0.024,4.0
2026-01,7414365395295444992,2026-01-06 18:01:02,linkedin,https://www.linkedin.com/feed/update/urn:li:share:7414365395295444992,Measles,Disease Area,program,high,1250,1250,26.0,0.024,4.0
